text,sentiment,sample,prompt,expected-label,generation_time,label,positive,negative,neutral,matched,MLSet
It's like your joy has been sucked out of you.,negative,you are a sad person,Generate 20 simple sentences similar to you are a sad person with negative sentiment.,1,2023-03-10 00:00,1,-1.7090884,1.6010666,-0.22462423,1,Train
I respectfully disagree with the notion that you presented.,negative,very sorry to disagree,Generate 20 simple sentences similar to very sorry to disagree with negative sentiment.,1,2023-03-10 00:05,1,-2.5993295,1.7548817,0.52678615,1,Train
"Your confidence is contagious, and I admire you for it.",positive,your suggestion is helpful,Generate 20 simple sentences similar to your suggestion is helpful with positive sentiment.,0,2023-03-09 23:59,0,2.875476,-1.9556156,-1.0490782,1,Train
I'm not convinced that this is the solution we need.,negative,"I am afraid, cannot agree.","Generate 20 simple sentences similar to I am afraid, cannot agree. with negative sentiment.",1,2023-03-10 00:04,1,-2.4692628,1.9540443,0.206367,1,Train
That's incorrect information.,negative,You are incorrect,Generate 20 simple sentences similar to You are incorrect with negative sentiment.,1,2023-03-10 00:05,1,-2.5079062,1.8595276,0.33565164,1,Validate
"I hate to burst your bubble, but I disagree.",negative,sorry to disagree.,Generate 20 simple sentences similar to sorry to disagree. with negative sentiment.,1,2023-03-10 00:00,1,-2.2718308,1.3597918,0.75465,1,Validate
Your thesis is nonsensical.,negative,your opinion is baseless.,Generate 20 simple sentences similar to your opinion is baseless. with negative sentiment.,1,2023-03-10 00:06,1,-2.3858907,2.0866284,-0.25045034,1,Train
You're unstoppable!,positive,good luck.,Generate 20 simple sentences similar to good luck. with positive sentiment.,0,2023-03-10 00:03,0,2.5021563,-1.8525226,-0.6151065,1,Train
Best wishes!,positive,good luck.,Generate 20 simple sentences similar to good luck. with positive sentiment.,0,2023-03-09 23:58,0,2.8159623,-2.3654332,-0.6322406,1,Train
Stay positive and strong.,positive,good luck.,Generate 20 simple sentences similar to good luck. with positive sentiment.,0,2023-03-09 23:49,0,2.2382548,-2.1438913,-0.3913348,1,Train
"Unfortunately, I can't endorse your standpoint.",negative,sorry to disagree.,Generate 20 simple sentences similar to sorry to disagree. with negative sentiment.,1,2023-03-10 00:04,1,-2.4588902,2.0095563,0.18112494,1,Train
"You are amazing, thank you!",positive,thank you.,Generate 20 simple sentences similar to thank you. with positive sentiment.,0,2023-03-09 23:59,0,3.0188177,-1.6572342,-1.299922,1,Test
I must say I disagree.,negative,very sorry to disagree,Generate 20 simple sentences similar to very sorry to disagree with negative sentiment.,1,2023-03-09 23:51,1,-2.3578312,1.3726021,0.6082576,1,Validate
Your idea was a game changer - thank you so much!,positive,loved your solution.,Generate 20 simple sentences similar to loved your solution. with positive sentiment.,0,2023-03-10 00:03,0,3.2436783,-1.8435209,-1.4542681,1,Train
I must say that I disagree with your assessment.,negative,cannot agree,Generate 20 simple sentences similar to cannot agree with negative sentiment.,1,2023-03-09 23:50,1,-2.634136,1.7501715,0.62891203,1,Train
"Sadly, I must protest your position.",negative,sorry to disagree.,Generate 20 simple sentences similar to sorry to disagree. with negative sentiment.,1,2023-03-10 00:04,1,-2.7172282,2.386702,0.012213064,1,Train
"I'm afraid I must disagree with you, as your argument seems illogical to me.",negative,sorry to disagree.,Generate 5 short sentences similar to sorry to disagree. with negative sentiment.,1,,1,-2.7300665,2.1112776,0.32048476,1,Train
This is absolutely wonderful!,positive,that is great.,Generate 20 simple sentences similar to that is great. with positive sentiment.,0,2023-03-09 23:59,0,3.0209296,-1.6778216,-1.1900425,1,Train
Proud of your hard work and dedication.,positive,loved your solution.,Generate 20 simple sentences similar to loved your solution. with positive sentiment.,0,2023-03-09 23:49,0,3.0595024,-2.2315552,-0.8963551,1,Train
It seems like everything is falling into place.,positive,Hopefully it will work.,Generate 20 simple sentences similar to Hopefully it will work. with positive sentiment.,0,2023-03-09 23:58,0,2.1264386,-2.0871646,-0.12654029,1,Test
"I'm sorry to disagree, but I see things differently.",negative,very sorry to disagree,Generate 20 simple sentences similar to very sorry to disagree with negative sentiment.,1,2023-03-10 00:00,1,-2.411468,1.5944234,0.67717856,1,Train
"I'm sorry, but I have to disagree with your conclusion.",negative,very sorry to disagree,Generate 20 simple sentences similar to very sorry to disagree with negative sentiment.,1,2023-03-10 00:05,1,-2.6643128,1.9615206,0.46406356,1,Train
"You always go above and beyond, thanks so much.",positive,thank you.,Generate 20 simple sentences similar to thank you. with positive sentiment.,0,2023-03-09 23:49,0,2.8164644,-1.6949939,-1.0793368,1,Train
You are clueless.,negative,You are incorrect,Generate 20 simple sentences similar to You are incorrect with negative sentiment.,1,2023-03-09 23:51,1,-1.9603207,1.7079188,-0.40674746,1,Train
Your presence has made my day brighter.,positive,appeciate your time,Generate 20 simple sentences similar to appeciate your time with positive sentiment.,0,2023-03-09 23:58,0,3.4061344,-2.218598,-1.0276647,1,Train
Excellent work!,positive,excellent question.,Generate 20 simple sentences similar to excellent question. with positive sentiment.,0,2023-03-09 23:58,0,2.6311846,-2.0244732,-0.91593486,1,Test
I cannot support your decision.,negative,cannot agree,Generate 20 simple sentences similar to cannot agree with negative sentiment.,1,2023-03-10 00:04,1,-2.441331,2.1765723,-0.046225503,1,Train
Fascinated by your impressive skills.,positive,loved your solution.,Generate 20 simple sentences similar to loved your solution. with positive sentiment.,0,2023-03-09 23:49,0,3.1330142,-2.1588361,-1.0268981,1,Train
"Respectfully, I can't endorse your sentiment.",negative,very sorry to disagree,Generate 20 simple sentences similar to very sorry to disagree with negative sentiment.,1,2023-03-10 00:05,1,-2.505147,1.6370842,0.57496834,1,Train
Exceptional work!,positive,excellent question.,Generate 20 simple sentences similar to excellent question. with positive sentiment.,0,2023-03-09 23:58,0,2.418841,-1.738208,-0.9640915,1,Train
You are doing an excellent job.,positive,that is great.,Generate 20 simple sentences similar to that is great. with positive sentiment.,0,2023-03-09 23:59,0,2.8032558,-1.9909497,-0.92053795,1,Train
Keep shining!,positive,good luck.,Generate 20 simple sentences similar to good luck. with positive sentiment.,0,2023-03-09 23:58,0,2.7021673,-2.1208403,-0.5907591,1,Test
I am unable to concur with that pessimistic outlook.,negative,cannot agree,Generate 5 short sentences similar to cannot agree with negative sentiment.,1,,1,-2.567687,2.1801307,0.071162224,1,Validate
Your problem-solving skills are amazing!,positive,loved your solution.,Generate 20 simple sentences similar to loved your solution. with positive sentiment.,0,2023-03-10 00:03,0,3.0011632,-1.9434576,-1.2592108,1,Train
"Sorry, but that's not how it is.",negative,You are incorrect,Generate 20 simple sentences similar to You are incorrect with negative sentiment.,1,2023-03-10 00:05,1,-2.5679533,1.9998727,0.2720735,1,Validate
I truly value your input and perspective on this matter.,positive,appreciate your opinion.,Generate 5 short sentences similar to appreciate your opinion. with positive sentiment.,0,,0,2.150631,-2.4448643,-0.037145883,1,Test
"I'm impressed by your idea, it seems like a great one.",positive,your idea seems interesting,Generate 20 simple sentences similar to your idea seems interesting with positive sentiment.,0,2023-03-09 23:50,0,3.3182592,-2.110522,-1.241345,1,Train
I think your idea is exciting and creative.,positive,your idea seems interesting,Generate 20 simple sentences similar to your idea seems interesting with positive sentiment.,0,2023-03-09 23:50,0,3.1625643,-2.3258848,-0.94768107,1,Train
I am impressed by your creative thinking.,positive,your idea seems interesting,Generate 20 simple sentences similar to your idea seems interesting with positive sentiment.,0,2023-03-09 23:59,0,2.863019,-2.222168,-0.7704042,1,Validate
I don't think I've ever seen you truly happy.,negative,you are a sad person,Generate 20 simple sentences similar to you are a sad person with negative sentiment.,1,2023-03-10 00:00,1,-1.447458,1.1257814,0.21632282,1,Validate
"I'm really intrigued by what you've proposed, it sounds fantastic!",positive,your idea seems interesting,Generate 5 simple sentences similar to your idea seems interesting with positive sentiment.,0,2023-03-09 22:23,0,3.4388068,-2.216873,-1.2810273,1,Train
It's wonderful to hear your thoughts.,positive,appreciate your opinion.,Generate 20 simple sentences similar to appreciate your opinion. with positive sentiment.,0,2023-03-10 00:02,0,3.1912525,-2.1437027,-1.0402029,1,Validate
You are truly amazing.,positive,that is great.,Generate 20 simple sentences similar to that is great. with positive sentiment.,0,2023-03-09 23:59,0,2.6142132,-1.4984868,-1.0081702,1,Validate
Your time is valuable and I appreciate you spending it with me.,positive,appeciate your time,Generate 20 simple sentences similar to appeciate your time with positive sentiment.,0,2023-03-09 23:58,0,2.8283749,-2.350637,-0.52913404,1,Train
"I'm sorry, but I beg to differ with your disagreement.",negative,cannot agree,Generate 20 simple sentences similar to cannot agree with negative sentiment.,1,2023-03-09 23:50,1,-2.4944458,1.7560152,0.5155663,1,Train
"It was great to catch up with you, thank you for your time and attention.",positive,appeciate your time,Generate 20 simple sentences similar to appeciate your time with positive sentiment.,0,2023-03-09 23:48,0,3.5107324,-2.4345424,-1.1872141,1,Train
Our hard work will pay off with a positive outcome.,positive,Hopefully it will work.,Generate 20 simple sentences similar to Hopefully it will work. with positive sentiment.,0,2023-03-10 00:03,0,2.904215,-2.3065476,-0.79612494,1,Validate
I respectfully have to disagree with your perspective.,negative,cannot agree,Generate 20 simple sentences similar to cannot agree with negative sentiment.,1,2023-03-09 23:50,1,-2.5035548,1.484514,0.7369785,1,Train
"I hate to burst your bubble, but that's just not how things work.",negative,hate to disagree.,Generate 5 simple sentences similar to hate to disagree. with negative sentiment.,1,2023-03-09 22:07,1,-2.4324827,1.8145292,0.49997726,1,Train
I'm feeling very optimistic.,positive,Hopefully it will work.,Generate 20 simple sentences similar to Hopefully it will work. with positive sentiment.,0,2023-03-09 23:58,0,2.952249,-2.2725434,-0.80976176,1,Train
You have exceeded my expectations!,positive,loved your solution.,Generate 20 simple sentences similar to loved your solution. with positive sentiment.,0,2023-03-09 23:58,0,3.2676413,-2.3529272,-1.0035568,1,Test
"I apologize, but I have to contradict you as it seems that the evidence suggests otherwise.",negative,very sorry to disagree,Generate 5 simple sentences similar to very sorry to disagree with doubtful tone but negative sentiment.,1,,1,-2.5797656,1.6794488,0.743209,1,Train
I'm not at all happy with this outcome.,negative,"I am afraid, cannot agree.","Generate 20 simple sentences similar to I am afraid, cannot agree. with negative sentiment.",1,2023-03-10 00:00,1,-2.3742273,2.2303386,-0.22558281,1,Test
"Sorry, but I must disagree with your statement.",negative,cannot agree,Generate 20 simple sentences similar to cannot agree with negative sentiment.,1,2023-03-09 23:50,1,-2.6940582,1.9211648,0.5469375,1,Train
Your smile always brightens up my day.,positive,your suggestion is helpful,Generate 20 simple sentences similar to your suggestion is helpful with positive sentiment.,0,2023-03-09 23:59,0,3.2064075,-1.8363954,-1.0281967,1,Train
What you just said is utterly ridiculous.,negative,you have given an absurd logic.,Generate 20 simple sentences similar to you have given an absurd logic. with negative sentiment.,1,2023-03-10 00:01,1,-2.3369417,2.3440924,-0.44678515,1,Validate
I cannot accept that things are always going to be bad.,negative,cannot agree,Generate 20 simple sentences similar to cannot agree with negative sentiment.,1,2023-03-09 23:59,1,-2.3653426,2.2382026,-0.1252571,1,Validate
I appreciate your kindness.,positive,thank you.,Generate 20 simple sentences similar to thank you. with positive sentiment.,0,2023-03-10 00:03,0,2.3155594,-1.8803939,-0.46533006,1,Train
Your argument is so absurd it's almost comical.,negative,you have given an absurd logic.,Generate 20 simple sentences similar to you have given an absurd logic. with negative sentiment.,1,2023-03-10 00:01,1,-2.1114001,2.0995276,-0.5222084,1,Validate
